Sr No,Date dd/mm/yyyy,StartupName,Industry Vertical,SubVertical,CityLocation,CityCode,InvestorsName,InvestmentnType,AmountUSD,Remarks
196,9/7/2018,Groww,Consumer Internet,Online Platform That Sells Direct Plans Of Mutual Funds,Bengaluru,169,"Insignia Ventures Partners, Lightbridge Partners & Kairos",Seed/ Angel Funding,1100000,nan
197,10/7/2018,Avenue Growth,Consumer Internet,Online Platform That Connects Brands With Freelance Sales Professionals,Gurugram,170,"Avtar Monga, chief operating office at IDFC Bank, Aditya Malik & Others",Seed/ Angel Funding,437000,nan
198,10/7/2018,iNICU,Healthcare,Med-tech Platform Providing Care For Newborns,Delhi,171,Venture Catalysts,Seed/ Angel Funding,0,nan
199,10/7/2018,Kinara Capital,Finance,Lending Platform For Micro and Small Enterprises,Bengaluru,172,ResponsAbility,Private Equity,5000000,nan
200,10/7/2018,Shop 101,Consumer Internet,Mobile Storefront And Commerce Platform For Sellers,Mumbai,173,"Stellaris Venture Partners, Vy Capital, Raghunandan G, and Ramakant Sharma",Private Equity,5000000,nan
201,11/7/2018,Sambandh,Consumer Internet,Online Micro Lending Platform,Rourkela,174,Base of Pyramid Asia (BOPA) Pte Ltd,Private Equity,2500000,nan
202,12/7/2018,19th mile,IT,Artificial intelligence-based sales acceleration software platform,Gurugram,175,"Rishi Vasudev, Excelsior Investments, Ritesh Vohra, Praveer Kumar, Prashant Gupta and Others",Seed/ Angel Funding,180000,nan
203,12/7/2018,5th Vital,Healthcare,Home diagnostics services provider,Bengaluru,176,Brand Capital and Others,Seed/ Angel Funding,500000,nan
204,13/07/2018,MEngage,Healthcare,A Doctor-Patient Engagement Platform,Jaipur,177,"Siddharth Agarwal, Mahavir Sharma, Amit Singal, 100 Co-founders Lab and others.",Seed/ Angel Funding,175000,nan
205,17/07/2018,Ofbusiness,Finance,Online Lending Platform For SME,Gurugram,178,"Creation Investments, Falcon Edge, Matrix Partners India and Zodius Capital",Private Equity,29000000,nan
206,17/07/2018,Cars24,Consumer Internet,Online Used Car Marketplace,Gurugram,178,"Kingsway FCI Fund, KCK Global & Others",Private Equity,49700000,nan
207,18/07/2018,The Ken,Consumer Internet,Subscription-Only News Website,Bengaluru,179,Omidyar Network & Others,Seed/ Angel Funding,1500000,nan
208,19/07/2018,Book My Show,Consumer Internet,Online Ticketing Platform,Mumbai,180,"TPG Growth, The Rise Fund & Others",Private Equity,100000000,nan
209,20/07/2018,HousingMan,Consumer Internet,Property Discovery Platform,Bengaluru,181,N/A,Seed/ Angel Funding,1500000,nan
210,21/07/2018,PaySense,Consumer Internet,Online Consumer Lending Platform,Mumbai,182,PayU & Others,Private Equity,18000000,nan
211,23/07/2018,Yulu Bikes,Technology,Bicycle-Sharing Platform,Bengaluru,183,N/A,Seed/ Angel Funding,0,nan
212,23/07/2018,VTION,Technology,Media Analytics,Gurugram,184,"AngelList, Rahul Khanna, Rajeev Arora and Ram Ramsundar.",Seed/ Angel Funding,280000,nan
213,23/07/2018,Log9 Materials,Technology,Nanotechnology Company Specializing In Graphene,Bengaluru,185,"Metaform Ventures, Hemant Luthra, Micro venture capital firm GEMS Partners and Others",Seed/ Angel Funding,436000,nan
214,24/07/2018,kidovators,Ed-Tech,Skill Learning Platform,Bengaluru,185,Gray Matters,Seed/ Angel Funding,180000,nan
215,24/07/2018,Digit,Consumer Internet,Online Insurance Startup,Pune,186,Fairfax,Private Equity,45000000,nan
216,25/07/2018,Black Soil,Finance,Non-Banking Financial Company,Mumbai,187,"Allcargo Logistics, Navneet Education and Mahavir Agency",Private Equity,17000000,nan
217,25/07/2018,Trell,Consumer Internet,Mobile-First Video Blogging App,Bengaluru,188,"BeeNext , WEH Ventures and Sprout Ventures",Seed/ Angel Funding,1250000,nan
218,25/07/2018,iqlect,Technology,Data Analytics Firm,Bengaluru,188,Ventureast and Exfinity,Seed/ Angel Funding,2500000,nan
219,26/07/2018,Entropik,IT,Software-As-A-Service Platform,Bengaluru,188,"Bharat Innovation, IDFC-Parampara Capital, Arthavida Ventures, Jitendra Gupta & Others",Seed/ Angel Funding,1100000,nan
220,26/07/2018,Bitla Software,Technology,Travel-Focused Tech Startup,Bengaluru,188,MakeMyTrip,Private Equity,0,nan
221,26/07/2018,TheCapitalNet,Fin-Tech,Unified Global Investments Ecosystem,Hyderabad,189,Lindwall Family Investments LLC (LFI),Private Equity,500000,nan
222,30/07/2018,Shuttl,Consumer Internet,Bus Aggregation Platform,Gurugram,190,Amazon Alexa Fund & Dentsu Ventures,Private Equity,11000000,nan
223,30/07/2018,Cure Fit,Consumer Internet,Health and fitness Platform,Bengaluru,191,"IDG Ventures, Accel Partners, Kalaari Capital and Others",Private Equity,120000000,nan
224,31/07/2018,Five Star Group,Fin-Tech,Non-Bank Lending Platform For SME,Chennai,192,"TPG, Norwest Venture Partners, Sequoia Capital & Matrix Partners",Private Equity,100000000,nan
225,31/07/2018,Healthsignz,Healthcare,Health and Well being Platform,Hyderabad,193,Kantilal Patel,Seed/ Angel Funding,5000000,nan
226,1/6/2018,CoinTribe,Finance,Credit-Based Lending Marketplace For Small And Medium Enterprises,Gurugram,194,"Sabre Partners, Puneet Dalmia & Others",Private Equity,10000000,nan
227,4/6/2018,Digiconectt,Technology,Sales Analytics and Enablement Platform,Bengaluru,195,Aspire Logistics LLC,Seed/ Angel Funding,125000,nan
228,4/6/2018,Kashmir Box,E-Commerce,"Online Marketplace For Handicrafts, Handlooms And Local Produce",Srinagar,196,"Bhairavi Jani, Alok Divatia, Namrata Kaul, Sohail Hashemi, Aijaz Saleem",Seed/ Angel Funding,0,nan
229,5/6/2018,Crowdera,Finance,Online Crowdfunding Platform,Nagpur,197,"Anil Advani, Pramod Jain, Amrendra Reddy and Manish Satnaliwala.",Seed/ Angel Funding,0,nan
230,5/6/2018,Zoctr,Healthcare,Online Healthcare Aggregator,Mumbai,198,NB Ventures and Others,Seed/ Angel Funding,0,nan
231,7/6/2018,Annapurna Finance,Finance,Non-Banking Financial Company,Bhubneswar,199,Oman India Joint Investment Fund (OIJIF),Private Equity,23000000,nan
232,7/6/2018,Meesho,Consumer Internet,Online Marketplace For Resellers,Bengaluru,200,"Sequoia Capital India, SAIF Partners, Y Combinator and Venture Highway",Private Equity,11500000,nan
233,10/6/2018,AyeFinance,Finance,Online Lending Platform,Gurugram,201,"CapitalG, SAIF Partners and LGT Impact Ventures",Private Equity,21500000,nan
234,11/6/2018,Theranosis,Healthcare,Specialised diagnostics Platform,Hyderabad,202,Mumbai Angels Network,Seed/ Angel Funding,0,nan
235,12/6/2018,Alpha Capital,Finance,Supplychain Finance,Mumbai,203,Alpha Capital,Private Equity,14800000,nan
236,12/6/2018,eshakti,E-Commerce,Fashion e-tailer,Chennai,204,Paragon Partners,Private Equity,10100000,nan
237,12/6/2018,Daily Ninja,Consumer Internet,Hyperlocal Delivery Platform,Bengaluru,205,Saama Capital and Sequoia Capital,Seed/ Angel Funding,3000000,nan
238,13/06/2018,NirogStreet,Healthcare,An Online Platform That Connects Ayurveda Doctors With Patients,Gurugram,206,"Spiral Ventures, Subho Ray and Samir Kumar",Seed/ Angel Funding,300000,nan
239,13/06/2018,Nivesh,Finance,Mass Market Mutual Fund Investment Platform,Noida,207,"LetsVenture, Rajan Anandan, Basab Pradhan, Vivek Khare and Bijoy George",Seed/ Angel Funding,450000,nan
240,13/06/2018,What\\xe2\\x80\\x99s Up Life,Consumer Internet,"A Local Discovery App For Dining-Out, Party, Leisure and Events",Gurugram,208,Rannvijay Singha,Seed/ Angel Funding,0,nan
241,14/06/2018,HomeLane,Consumer Internet,Online Home Furnishing Solutions,Bengaluru,209,Brand Capital,Seed/ Angel Funding,3450000,nan
242,14/06/2018,Network Intelligence,Technology,Cybersecurity Specialist,Mumbai,210,Helix Investments,Private Equity,4800000,nan
243,18/06/2018,Tynor Othontics,Healthcare,Prosthetics Manufacturers,Chandigarh,211,Lighthouse Funds & Thuasne Participations,Private Equity,21000000,nan
244,18/06/2018,Elucidata,IT,Data Analytics (SaaS),Delhi & Cambridge,212,Hyperplane Venture Capital and several angel investors,Seed/ Angel Funding,1700000,nan
245,19/06/2018,Chrysalis,Ed-Tech,Education Services Provider,Pune,213,Menterra Venture & Artha Initiatives,Seed/ Angel Funding,0,nan
246,19/06/2018,RentSher,Consumer Internet,Online Rental Marketplace,Bengaluru,214,"Shorooq Investments, LetsVenture & Others",Seed/ Angel Funding,1100000,nan
247,20/06/2018,Drip capital,Finance,Trade Finance Firm,Mumbai,215,"Accel Partners, Sequoia India, Y Combinator and others.",Private Equity,15000000,nan
248,22/06/2018,WickedRide,Consumer Internet,Online Motorbike And Scooter Rental Platforms,Bengaluru,216,"Sequoia Capital, Accel Partners & Raghunandan Gangappa",Private Equity,9100000,nan
249,25/06/2018,PolicyBazaar,Consumer Internet,Online Insurance Selling Platform,Gurugram,217,SoftBank Vision Fund & Info Edge (India) Ltd,Private Equity,200000000,nan
250,25/06/2018,HipBar,Consumer Internet,Digital Payment Platform For Beverage Delivery,Bengaluru,218,Diageo India,Private Equity,4000000,nan
251,25/06/2018,Sqqrl,Finance,App-based investment platform,Gurugram,219,Equanimity Venture Fund,Seed/ Angel Funding,1000000,nan
252,26/06/2018,Paytm,Technology,Digital Payment Platform,Noida,220,One 97 Communications,Private Equity,8950000,nan
253,26/06/2018,Sigtuple,Healthcare,Data Driven Intelligence Solutions Platform,Bengaluru,221,"Accel Partners, IDG Venture, Endiya Partners, pi Ventures, VH Capital, Axilor Ventures and Binny Bansal",Private Equity,19000000,nan
254,27/06/2018,Wow Express,Technology,E-commerce Logistics Platform,Mumbai,222,Undisclosed Existing Investors As Well As The Tamarind Family Trust,Private Equity,4500000,nan
255,28/06/2018,Front Desk AI,Technology,An AI Platform Offering Automated Customer Service Software,Bengaluru,223,Speciale Invest & Others,Seed/ Angel Funding,1100000,nan
256,28/06/2018,Edureka,Ed-Tech,Online Education Platform,Bengaluru,223,Leo Capital,Seed/ Angel Funding,2000000,nan
257,29/06/2018,Numeroseven,Technology,An Artificial Intelligence-Based Recruitment Platform,Kolkatta,224,Shiva Gunapu & Others,Seed/ Angel Funding,0,nan
258,2/5/2018,OpenTap,Finance,Online Lending Platform,Chennai,225,Unknown High Net-Worth Individuals,Seed / Angel Funding,450000,nan
259,2/5/2018,Bizongo,Consumer Internet,Aggregator For Packaging Material,Mumbai,226,"B Capital, International Finance Corporation (IFC), Accel Partners and IDG Ventures",Private Equity,22000000,nan
260,3/5/2018,Disprz,IT,SaaS,Chennai,227,"IL&FS Private Equity, Kae Capital & Others",Seed / Angel Funding,2500000,nan
261,7/5/2018,PaisaDukan,Consumer Internet,P2P Lending Platform,Mumbai,228,N/A,Seed / Angel Funding,225000,nan
262,9/5/2018,i3sysytems,Technology,AI product company For Health and Life Insurane Companies,Mumbai,228,"Unitus Ventures, Behram Vakil and Jerxis Vandrevala",Seed / Angel Funding,1000000,nan
263,11/5/2018,Earth Food,Consumer Internet,Agri-tech,Pune,229,Rairah Corporation,Seed / Angel Funding,949000,nan
264,14/05/2018,Nykaa,Consumer Internet,Beauty e-tailer,Mumbai,230,"Sunil Munjal, Harsh Mariwala, Dalip Pathak and Others",Private Equity,24000000,nan
265,16/05/2018,mfine,Healthcare,Doctor-Consultation App,Bengaluru,231,"Prime Venture Partners, Stellaris Venture Partners and Mayur Abhaya Srisrimal",Private Equity,4200000,nan
266,21/05/2018,Rocketium,Technology,Online Video Creation Platform,Bengaluru,231,Blume ventures,Seed/ Angel Funding,300000,nan
267,21/05/2018,MilkBasket,Technology,Micro-Delivery Grocery Startup,Gurugram,232,"Kalaari Capital, Unilever Ventures and Blume Ventures",Private Equity,7000000,nan
268,22/05/2018,Vola,Finance,Micro Lending Platform,Bengaluru,233,Credika and unnamed angel investors,Seed/ Angel Funding,500000,nan
269,22/05/2018,Cashkumar,Consumer Internet,P2P Lending Platform,Bengaluru,233,LetsVenture,Seed/ Angel Funding,735000,nan
270,23/05/2018,Edyoo,E-Commerce,Products For Shoolgoing Children,Bengaluru,233,RS Shanbag,Seed/ Angel Funding,735000,nan
271,23/05/2018,Aashiyaan,Finance,Housing Finance For Low-Income Families,Kolkata,234,"Insistor, Oikocredit",Seed/ Angel Funding,2000000,nan
272,24/05/2018,Smartivity,Ed-tech,Designer Of Toys and Learning Projects For Kids,Delhi,235,"Ashish Kacholi, S Chand Group",Seed/ Angel Funding,2000000,nan
273,24/05/2018,Bonphulapl,Clean-tech,Oxygen Optimiser Manufacturer,Delhi,235,Atul Gupta and Saurabh Rastogi,Seed/ Angel Funding,293000,nan
274,27/05/2018,Acko,Consumer Internet,Online Insurance Platform,Mumbai,236,"Amazon, Ashish Dhawan, Catamaran Ventures, NR Narayana Murthy.",Seed/ Angel Funding,12000000,nan
275,28/05/2018,HWell24,Healthcare,Home Healthcare Aggregator,Mumbai,236,"Prashant Mehta, Mitali Pawar, Nikhil G and Bhavesh P, R Ranganathan, ONCOTRUST and Medintel Services Pvt. Ltd",Seed/ Angel Funding,200000,nan
276,29/05/2018,Toffee,Consumer Internet,Online Insurance Platform,Gurugram,237,"Kalaari Capital, Omidyar Network and Accion Venture Labs",Seed/ Angel Funding,1500000,nan
277,29/05/2018,Tonetag,Technology,Mobile Payments Technology Platform,Bengaluru,238,Amazon Inc. and Mastercard,Private Equity,8000000,nan
278,30/05/2018,Events High,Consumer Internet,Events and Activities Discovery Platform,Bengaluru,238,Treebo,Private Equity,0,nan
279,30/05/2018,Stellaps,Technology,Iot Application Platform In Agriculture,Bengaluru,238,"IndusAge Partners, Bill & Melinda Gates Foundation, Qualcomm Venture, ABB Technology Ventures, Omnivore, Blume Ventures, Venture Highway and BEENEXT",Private Equity,14000000,nan
280,31/05/2018,Credright,Consumer Internet,Lending Platform For SMEs,Hyderabad,239,"Accion Venture Lab, YourNest Venture Capital And Other Angel Investors",Seed/ Angel Funding,1300000,nan
281,2/4/2018,Fitternity,Consumer Internet,Online Fitness Discovey Platform,Mumbai,240,"Exfinity Venture, Saha fund Partners, Arihant Patni of Patni Family Office, Anjali Bansal, Shardul Amarchand Mangaldas, Satish Khanna and Taparia family office.",Private Equity,2000000,nan
282,2/4/2018,Synctag,Technology,Social Media Anlaytics Platform,Coimbatore,241,Subhkam Ventures and Mohit Khadaria,Seed / Angel Funding,307600,nan
283,2/4/2018,Benepik,Technology,Enhanced Employee Engagement Platform,Gurugram,242,"Vishal Bali, Yogesh Misra, Thomas Assessments and others",Seed / Angel Funding,0,nan
284,2/4/2018,Finzy,Consumer Internet,Online Loan Matchmaking Platform,Bengaluru,243,N/A,Seed / Angel Funding,1300000,nan
285,4/4/2018,Varthana,Finance,Loans and Services To Affordable Private Schools in India,Bengaluru,243,"ChrysCapital, Existing investors, Elevar Equity, LGT Impact, Omidyar Network and Kaizen Private Equity also participated in the round",Private Equity,55000000,nan
286,5/4/2018,IndigoLearn,Ed-Tech,Online Education Platform,Hyderabad,244,"Maheshwar Peri, founder and chairman of career information portal Careers360, and Jamshed Jeejeebhoy, director at Byramjee Jeejeebhoy Pvt. Ltd were among the angels",Seed / Angel Funding,150000,nan
287,5/4/2018,Vedantu,Ed-Tech,Interactive Online Tutoring Platform,Bangalore,245,"Accel Partners, Tiger Global And Others",Private Equity,10000000,nan
288,9/4/2018,Kaleidofin,Fiinance,Digital Financial Services Platform,Chennai,246,Omidyar Network. Blume Ventures and Professor Shlomo Ben-Haim,Seed / Angel Funding,2800000,nan
289,9/4/2018,Pipabella,Consumer Internet,Fashion Accessories Etailer,Mumbai,247,Fireside Ventures,Seed / Angel Funding,1000000,nan
290,9/4/2018,Elemential,Technology,Blockchain Platform,Mumbai,247,"Matrix Partner, Amrish Rau, Investopad, Digital Currency Group, Hinduja Group, Lightspeed India, Eight Innovate, Amit Ranjan, Prashant Malik and others",Seed / Angel Funding,0,nan
291,9/4/2018,Kriger Campus,Ed-Tech,Mobile-Based Education Network,Delhi,248,N/A,Seed / Angel Funding,"46,140",nan
292,10/4/2018,Loanzen,Finance,Digital Lending Platform In Logistics,Bengaluru,249,Kae Capital Management,Seed / Angel Funding,0,nan
293,10/4/2018,TravelTriangle,Consumer Internet,Online Travel Marketplace,Gurugram,250,"Fundamentum, SAIF Partners, Bessemer Venture Partners, RB investments & Others",Private Equity,12000000,nan
294,12/4/2018,Letsmd,Healthcare,Platform To Discover Healthcare Financing Options,Delhi,251,"SRI Capital, Waterbridge Ventures and ThinKuvate",Seed / Angel Funding,1000000,nan
295,12/4/2018,AyeFinance,Finance,Online Lending Platform,Gurugram,252,"BlueOrchard Finance Ltd, Hinduja Leyland Finance and IntelleGrow",Debt Funding,4600000,nan
296,13/04/2018,mintifi,Finance,Online Lending Platform,Mumbai,253,Lok Capital,Seed / Angel Funding,2000000,nan
297,16/04/2018,icanstay,Consumer Internet,Online Platform For Luxury Hotel Stay For Business Travelers,Delhi,254,Mr. Manoj Prasad,Seed / Angel Funding,500000,nan
298,16/04/2018,Pregbuddy,Healthcare,Connected Care App For Pregnant Women,Bengaluru,255,"Rajan Anandan, Madhusudhan Kannan, Jayant Kadambi, Puneet Gupta and Pradeep K Jaisingh",Seed / Angel Funding,0,nan
299,18/04/2018,Coverfox,Consumer Internet,Online Insurance Aggregator,Mumbai,256,"International Finance Corporation, Transamerica and others.",Private Equity,22000000,nan
300,19/04/2018,Lenskart,Consumer Internet,Online Eyewear Retailer,Faridabad,257,TR Capital,Private Equity,0,nan
301,19/04/2018,mamaearth,Healthcare,Online Baby care Products,Gurugram,258,Shilpa Shetty Kundra,Private Equity,0,nan
302,19/04/2018,Fyle Technologies,Technology,AI Based Expense Management Platform,Bengaluru,259,Pravega Ventures and Beenext,Seed / Angel Funding,1100000,nan
303,19/04/2018,True Balance,Technology,Mobile Balance Checking App,Gurugram,260,"Line Ventures Corporation, Line Corp, Naver, Shinhan Bank and TS Investment",Private Equity,23000000,nan
304,22/04/2018,Visit,Healthcare,AI Driven Health tech Platform,Delhi,261,"Biz Stone, Kunal Bahl, Rohit Bansal, Alagu Periyannan and Karthee Madasamy",Private Equity,0,nan
305,22/04/2018,Doxper,Healthcare,Digitized Health-Tech Solutions For Practitioners,Mumbai,262,Vidal Healthcare,Seed / Angel Funding,1900000,nan
306,22/04/2018,Nykaa,Consumer Internet,Beauty e-tailer,Mumbai,262,"Sunil Munjal, Harsh Mariwala, Dalip Pathak and Others",Private Equity,11000000,nan
307,23/04/2018,Mihuru,Finance,Online Platform Providing Micro Loans For Air Travel,Mumbai,262,N/A,Seed / Angel Funding,150000,nan
308,23/04/2018,Capital Float,Finance,Online Lending Platform,Bengaluru,263,Amazon,Private Equity,22000000,nan
309,25/04/2018,Trip shelf,Consumer Internet,Online Travel Marketplace,Delhi,264,"GEMS Advisory, Alok Mittal and Sachin Bhatia",Seed / Angel Funding,246000,nan
310,26/04/2018,POPxo,Technology,Women Focussed Digital Media Platform,Delhi,264,"Neoplux, OPPO, IDG Ventures India, Kalaari Capital, GREE Ventures and Summit Media",Private Equity,5500000,nan
311,26/04/2018,RailYatri,Consumer Internet,Online Travel Ticketing Platform,Noida,265,"Omidyar Network, Nandan Nilekani, Blume Ventures, Helion Venture Partners",Private Equity,0,nan
312,27/04/2018,1mg,Consumer Internet,Online Pharmacy Store,Gurugram,266,"Sequoia Capital, Maverick Capital Ltd and HBM Healthcare Investments Ltd",Private Equity,10000000,nan
